"No.","Time","Source","Destination","Protocol","Length","DateTime"
"18769","1540537778.966454","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:09:38.966454"
"18779","1540537808.891378","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:10:08.891378"
"18782","1540537838.966732","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:10:38.966732"
"18792","1540537869.046970","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:11:09.046970"
"18796","1540537899.126953","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:11:39.126953"
"18806","1540537928.029096","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:12:08.029096"
"18809","1540537947.789160","216.239.35.8","192.168.1.132","NTP","90","2018-10-26 07:12:27.789160"
"18813","1540537958.087079","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:12:38.087079"
"18821","1540537988.167299","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:13:08.167299"
"18831","1540538018.247504","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:13:38.247504"
"18835","1540538048.164307","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:14:08.164307"
"18844","1540538078.247499","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:14:38.247499"
"18848","1540538108.327694","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:15:08.327694"
"18858","1540538138.407638","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:15:38.407638"
"18862","1540538168.301681","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:16:08.301681"
"18873","1540538186.999341","216.239.35.0","192.168.1.132","NTP","90","2018-10-26 07:16:26.999341"
"18875","1540538198.327894","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:16:38.327894"
"18885","1540538228.408077","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:17:08.408077"
"18889","1540538241.859707","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 07:17:21.859707"
"18891","1540538241.865685","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 07:17:21.865685"
"18894","1540538241.871683","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 07:17:21.871683"
"18899","1540538258.488001","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:17:38.488001"
"18907","1540538288.436498","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:18:08.436498"
"18912","1540538318.488182","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:18:38.488182"
"18922","1540538348.568098","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:19:08.568098"
"18926","1540538378.648263","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:19:38.648263"
"18936","1540538408.572263","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:20:08.572263"
"18947","1540538434.214700","216.239.35.4","192.168.1.132","NTP","90","2018-10-26 07:20:34.214700"
"18949","1540538438.648674","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:20:38.648674"
"18953","1540538468.728582","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:21:08.728582"
"18963","1540538498.808488","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:21:38.808488"
"18967","1540538528.706995","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:22:08.706995"
"18978","1540538558.808883","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:22:38.808883"
"18982","1540538588.888536","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:23:08.888536"
"18992","1540538618.968684","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:23:38.968684"
"19002","1540538648.859940","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:24:08.859940"
"19005","1540538678.968816","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:24:38.968816"
"19015","1540538709.048726","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:25:09.048726"
"19019","1540538739.129101","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:25:39.129101"
"19029","1540538768.994631","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:26:08.994631"
"19040","1540538799.049267","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:26:39.049267"
"19044","1540538829.128906","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:27:09.128906"
"19054","1540538859.209043","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:27:39.209043"
"19058","1540538888.129589","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:28:08.129589"
"19069","1540538918.169252","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:28:38.169252"
"19071","1540538948.249132","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:29:08.249132"
"19081","1540538978.329016","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:29:38.329016"
"19091","1540539008.264481","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:30:08.264481"
"19094","1540539038.329122","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:30:38.329122"
"19104","1540539068.409507","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:31:08.409507"
"19108","1540539098.489140","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:31:38.489140"
"19118","1540539128.401115","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:32:08.401115"
"19123","1540539141.918673","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 07:32:21.918673"
"19125","1540539141.924916","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 07:32:21.924916"
"19128","1540539141.930662","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 07:32:21.930662"
"19129","1540539141.930665","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 07:32:21.930665"
"19132","1540539158.489241","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:32:38.489241"
"19142","1540539188.569372","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:33:08.569372"
"19152","1540539218.649002","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:33:38.649002"
"19156","1540539248.539243","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:34:08.539243"
"19167","1540539278.649359","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:34:38.649359"
"19171","1540539308.729491","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:35:08.729491"
"19181","1540539338.809377","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:35:38.809377"
"19185","1540539368.675885","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:36:08.675885"
"19196","1540539398.730027","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:36:38.730027"
"19206","1540539428.809410","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:37:08.809410"
"19210","1540539458.889541","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:37:38.889541"
"19220","1540539486.587282","216.239.35.12","192.168.1.132","NTP","90","2018-10-26 07:38:06.587282"
"19222","1540539488.835249","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:38:08.835249"
"19227","1540539518.889648","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:38:38.889648"
"19237","1540539548.969530","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:39:08.969530"
"19241","1540539579.049668","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:39:39.049668"
"19251","1540539609.031867","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:40:09.031867"
"19262","1540539639.129733","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:40:39.129733"
"19264","1540539669.209619","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:41:09.209619"
"19274","1540539699.289755","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:41:39.289755"
"19278","1540539728.106379","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:42:08.106379"
"19287","1540539758.169760","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:42:38.169760"
"19297","1540539788.249893","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:43:08.249893"
"19301","1540539818.329779","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:43:38.329779"
"19311","1540539848.242513","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:44:08.242513"
"19314","1540539878.329646","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:44:38.329646"
"19324","1540539908.409905","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:45:08.409905"
"19328","1540539938.489622","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:45:38.489622"
"19338","1540539968.379461","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:46:08.379461"
"19347","1540539998.489431","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:46:38.489431"
"19351","1540540028.569426","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:47:08.569426"
"19355","1540540041.987980","192.168.1.1","192.168.1.132","DNS","337","2018-10-26 07:47:21.987980"
"19357","1540540041.994226","2.16.60.139","192.168.1.132","TCP","66","2018-10-26 07:47:21.994226"
"19360","1540540041.999972","2.16.60.139","192.168.1.132","TCP","60","2018-10-26 07:47:21.999972"
"19371","1540540058.649196","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:47:38.649196"
"19373","1540540088.514558","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:48:08.514558"
"19384","1540540118.569088","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:48:38.569088"
"19386","1540540148.718581","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:49:08.718581"
"19396","1540540178.728887","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:49:38.728887"
"19406","1540540208.649759","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:50:08.649759"
"19409","1540540238.728794","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:50:38.728794"
"19419","1540540268.808584","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:51:08.808584"
"19423","1540540298.888875","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:51:38.888875"
"19433","1540540328.785527","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:52:08.785527"
"19436","1540540358.808858","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:52:38.808858"
"19446","1540540388.888410","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:53:08.888410"
"19456","1540540418.968217","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:53:38.968217"
"19460","1540540448.941086","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:54:08.941086"
"19469","1540540478.968425","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:54:38.968425"
"19473","1540540509.048237","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:55:09.048237"
"19483","1540540539.128302","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:55:39.128302"
"19493","1540540568.078020","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:56:08.078020"
"19496","1540540598.168085","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:56:38.168085"
"19506","1540540628.247916","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:57:08.247916"
"19510","1540540658.328221","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:57:38.328221"
"19520","1540540688.213905","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 07:58:08.213905"
"19523","1540540718.327959","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:58:38.327959"
"19533","1540540748.408036","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:59:08.408036"
"19537","1540540778.487864","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 07:59:38.487864"
"19547","1540540808.352814","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:00:08.352814"
"19558","1540540838.407910","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:00:38.407910"
"19562","1540540868.487992","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:01:08.487992"
"19572","1540540898.567824","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:01:38.567824"
"19574","1540540901.157349","192.168.1.1","192.168.1.132","DHCP","342","2018-10-26 08:01:41.157349"
"19578","1540540924.859572","192.168.1.1","192.168.1.132","DNS","221","2018-10-26 08:02:04.859572"
"19580","1540540924.868067","192.168.1.1","192.168.1.132","DNS","484","2018-10-26 08:02:04.868067"
"19595","1540540924.959763","192.168.1.1","192.168.1.132","DNS","142","2018-10-26 08:02:04.959763"
"19597","1540540924.961014","192.168.1.1","192.168.1.132","DNS","174","2018-10-26 08:02:04.961014"
"19612","1540540925.375782","192.168.1.1","192.168.1.132","DNS","251","2018-10-26 08:02:05.375782"
"19614","1540540925.381024","192.168.1.1","192.168.1.132","DNS","514","2018-10-26 08:02:05.381024"
"19627","1540540925.446735","192.168.1.1","192.168.1.132","DNS","183","2018-10-26 08:02:05.446735"
"19629","1540540925.447735","192.168.1.1","192.168.1.132","DNS","215","2018-10-26 08:02:05.447735"
"19646","1540540925.630630","192.168.1.1","192.168.1.132","DNS","183","2018-10-26 08:02:05.630630"
"19648","1540540925.631880","192.168.1.1","192.168.1.132","DNS","215","2018-10-26 08:02:05.631880"
"19662","1540540927.603507","192.168.1.1","192.168.1.132","DNS","166","2018-10-26 08:02:07.603507"
"19678","1540540928.489000","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:02:08.489000"
"19683","1540540932.682607","192.168.1.1","192.168.1.132","DNS","142","2018-10-26 08:02:12.682607"
"19685","1540540932.683605","192.168.1.1","192.168.1.132","DNS","174","2018-10-26 08:02:12.683605"
"19708","1540540942.046266","192.168.1.1","192.168.1.132","DNS","339","2018-10-26 08:02:22.046266"
"19710","1540540942.052523","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 08:02:22.052523"
"19713","1540540942.058257","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 08:02:22.058257"
"19716","1540540958.568086","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:02:38.568086"
"19726","1540540988.647672","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:03:08.647672"
"19730","1540541018.727762","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:03:38.727762"
"19740","1540541048.627703","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:04:08.627703"
"19745","1540541078.647577","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:04:38.647577"
"19755","1540541108.727669","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:05:08.727669"
"19759","1540541138.807507","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:05:38.807507"
"19769","1540541168.764418","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:06:08.764418"
"19780","1540541198.807779","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:06:38.807779"
"19784","1540541228.887621","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:07:08.887621"
"19794","1540541258.967714","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:07:38.967714"
"19798","1540541288.916881","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:08:08.916881"
"19809","1540541318.967493","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:08:38.967493"
"19813","1540541349.047837","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:09:09.047837"
"19823","1540541379.127683","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:09:39.127683"
"19833","1540541408.052188","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:10:08.052188"
"19838","1540541438.167519","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:10:38.167519"
"19846","1540541468.247359","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:11:08.247359"
"19850","1540541498.327455","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:11:38.327455"
"19860","1540541528.187927","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:12:08.187927"
"19869","1540541558.247287","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:12:38.247287"
"19873","1540541588.327883","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:13:08.327883"
"19883","1540541618.407482","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:13:38.407482"
"19887","1540541648.323923","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:14:08.323923"
"19896","1540541678.407516","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:14:38.407516"
"19900","1540541708.487865","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:15:08.487865"
"19910","1540541738.567463","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:15:38.567463"
"19920","1540541768.462917","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:16:08.462917"
"19925","1540541798.487297","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:16:38.487297"
"19935","1540541828.567395","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:17:08.567395"
"19939","1540541842.109675","192.168.1.1","192.168.1.132","DNS","353","2018-10-26 08:17:22.109675"
"19941","1540541842.115920","2.16.60.82","192.168.1.132","TCP","66","2018-10-26 08:17:22.115920"
"19946","1540541842.121669","2.16.60.82","192.168.1.132","TCP","60","2018-10-26 08:17:22.121669"
"19951","1540541858.647246","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:17:38.647246"
"19959","1540541888.637148","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:18:08.637148"
"19960","1540541888.641393","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:18:08.641393"
"19965","1540541918.727490","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:18:38.727490"
"19975","1540541948.807334","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:19:08.807334"
"19985","1540541978.887167","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:19:38.887167"
"19989","1540542008.735383","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-26 08:20:08.735383"
"19990","1540542008.735387","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:20:08.735387"
"20002","1540542038.807221","104.155.18.91","192.168.1.132","TCP","60","2018-10-26 08:20:38.807221"
